"samplesize","run","coeflearn","TPR","TNR","Accuracy","CVAccuracy","AUC","Concordance"
17000,3,Zhu,0.770705882352941,0.668470588235294,0.719588235294118,0.705352941176471,0.80070460899654,0.800690532871972
17000,4,Breiman,0.766588235294118,0.662470588235294,0.714529411764706,0.705235294117647,0.798454415224916,0.798438851211073
17000,4,Freund,0.756705882352941,0.674588235294118,0.715647058823529,0.702705882352941,0.800117411764707,0.800109647058823
17000,4,Zhu,0.777176470588235,0.656235294117647,0.716705882352941,0.702235294117647,0.800231716262974,0.800222435986159
17000,5,Breiman,0.755058823529412,0.679882352941176,0.717470588235294,0.711529411764706,0.796624408304496,0.79655569550173
17000,5,Freund,0.761882352941176,0.670235294117647,0.716058823529412,0.708235294117647,0.797604000000003,0.797559321799308
17000,5,Zhu,0.751647058823529,0.688235294117647,0.719941176470588,0.706823529411765,0.79844576470588,0.798390602076125
18000,1,Breiman,0.760888888888889,0.672111111111111,0.7165,0.709944444444444,0.801176574074072,0.801163
18000,1,Freund,0.773666666666667,0.666777777777778,0.720222222222222,0.706555555555556,0.802472185185184,0.802391098765432
18000,1,Zhu,0.764222222222222,0.650222222222222,0.707222222222222,0.705555555555556,0.797040956790123,0.797032296296296
18000,2,Breiman,0.752777777777778,0.675333333333333,0.714055555555556,0.710555555555556,0.79676932098765,0.796739407407407
18000,2,Freund,0.753777777777778,0.681444444444444,0.717611111111111,0.710055555555556,0.798118462962961,0.798087345679012
18000,2,Zhu,0.755888888888889,0.686444444444444,0.721166666666667,0.7065,0.799820370370372,0.799789691358025
18000,3,Breiman,0.760333333333333,0.669444444444444,0.714888888888889,0.708055555555556,0.793542783950616,0.793420975308642
18000,3,Freund,0.755222222222222,0.683111111111111,0.719166666666667,0.707611111111111,0.798668265432094,0.798648148148148
18000,3,Zhu,0.767333333333333,0.676888888888889,0.722111111111111,0.706333333333333,0.798987216049384,0.79897150617284
18000,4,Breiman,0.767222222222222,0.675666666666667,0.721444444444444,0.714833333333333,0.799634746913579,0.799596938271605
18000,4,Freund,0.758333333333333,0.699777777777778,0.729055555555556,0.713388888888889,0.804071129629627,0.804037617283951
18000,4,Zhu,0.765555555555556,0.686222222222222,0.725888888888889,0.714333333333333,0.800570388888898,0.800551345679012
18000,5,Breiman,0.773111111111111,0.684222222222222,0.728666666666667,0.722,0.808228555555551,0.808179777777778
18000,5,Freund,0.780444444444444,0.684666666666667,0.732555555555556,0.717944444444444,0.813335265432101,0.813326271604938
18000,5,Zhu,0.768444444444444,0.690333333333333,0.729388888888889,0.718111111111111,0.811367907407403,0.811350802469136
19000,1,Breiman,0.764631578947368,0.66978947368421,0.71721052631579,0.712736842105263,0.796336055401667,0.796287944598338
19000,1,Freund,0.775473684210526,0.670315789473684,0.722894736842105,0.707684210526316,0.799506360110805,0.799410858725762
19000,1,Zhu,0.768947368421053,0.673473684210526,0.72121052631579,0.71021052631579,0.798934947368426,0.798916476454294
19000,2,Breiman,0.764631578947368,0.674631578947368,0.719631578947368,0.71521052631579,0.800824232686982,0.800768609418283
19000,2,Freund,0.755684210526316,0.689052631578947,0.722368421052632,0.713157894736842,0.804501274238227,0.804474847645429
19000,1,Breiman,0.765894736842105,0.677157894736842,0.721526315789474,0.712315789473684,0.797741229916895,0.797722825484765
19000,1,Freund,0.754210526315789,0.686842105263158,0.720526315789474,0.710684210526316,0.801324227146816,0.801316077562327
19000,1,Zhu,0.748,0.693684210526316,0.720842105263158,0.708631578947368,0.798565950138501,0.798552188365651
19000,2,Breiman,0.760105263157895,0.678842105263158,0.719473684210526,0.710052631578947,0.799217368421052,0.799204055401662
19000,2,Freund,0.766631578947368,0.67778947368421,0.72221052631579,0.712631578947368,0.800396825484763,0.80031379501385
19000,2,Zhu,0.748842105263158,0.684631578947368,0.716736842105263,0.711736842105263,0.796072144044321,0.796042770083103
19000,3,Breiman,0.761789473684211,0.664631578947368,0.71321052631579,0.709842105263158,0.791910365650969,0.791870216066482
19000,3,Freund,0.758,0.678736842105263,0.718368421052632,0.706631578947368,0.795875972299164,0.795848132963989
19000,3,Zhu,0.747789473684211,0.687789473684211,0.717789473684211,0.704894736842105,0.799259157894737,0.79924652631579
20000,1,Breiman,0.7677,0.6529,0.7103,0.70705,0.791405589999998,0.79134804
20000,1,Freund,0.7602,0.6779,0.71905,0.70575,0.796649490000002,0.79660189
20000,1,Zhu,0.7529,0.6773,0.7151,0.7047,0.79378306,0.79376121
20000,2,Breiman,0.7562,0.6657,0.71095,0.7063,0.79164412,0.79156773
20000,2,Freund,0.7473,0.688,0.71765,0.70385,0.795466315,0.79541661
20000,2,Zhu,0.7453,0.679,0.71215,0.7008,0.792604294999997,0.79255242
20000,3,Breiman,0.7607,0.6723,0.7165,0.71185,0.798392574999999,0.79834756
20000,3,Freund,0.7618,0.6774,0.7196,0.71135,0.801127830000007,0.80110219
20000,3,Zhu,0.7784,0.6643,0.72135,0.71165,0.801430989999998,0.80140868
20000,4,Breiman,0.7616,0.6786,0.7201,0.71175,0.798928680000004,0.79888679
20000,4,Freund,0.7738,0.6747,0.72425,0.7125,0.801577925,0.80156173
20000,4,Zhu,0.7677,0.6765,0.7221,0.713,0.801996865000006,0.80198632
20000,5,Breiman,0.7539,0.6672,0.71055,0.70395,0.791186064999999,0.79116399
20000,5,Freund,0.7478,0.6859,0.71685,0.70355,0.795696720000002,0.79568606
20000,5,Zhu,0.7469,0.6678,0.70735,0.70195,0.788545059999998,0.78853111
