SampleSize|Layers|TrainingRun|TrainingAccuracy|cvAUC|TrainingTPR|TrainingTNR|TrainingAUC|TrainingConcordance|TrainingPrecision|TrainingF1Score
14000|(30, 22, 14, 9, 6)|9|0.715214285714|0.769677142857|0.662142857143|0.768285714286|0.785651816327|0.785651816327|0.740770337222|0.699253224711
14000|(30, 22, 14, 9, 6)|10|0.726214285714|0.771409591837|0.664714285714|0.787714285714|0.793803255102|0.793803244898|0.757941032741|0.708273080143
14000|(30, 22, 14, 9, 6)|11|0.719571428571|0.775351836735|0.675285714286|0.763857142857|0.791301265306|0.791301265306|0.740909090909|0.706576980568
14000|(30, 22, 14, 9, 6)|12|0.716928571429|0.767980714286|0.666142857143|0.767714285714|0.790328816327|0.790328816327|0.741453331213|0.701783429904
14000|(30, 22, 14, 9, 6)|13|0.722071428571|0.776280816327|0.689571428571|0.754571428571|0.798837489796|0.798837489796|0.737509549274|0.712735326689
14000|(30, 22, 14, 9, 6)|14|0.720142857143|0.773416326531|0.681571428571|0.758714285714|0.792343989796|0.792343979592|0.738544891641|0.708915304606
14000|(30, 22, 14, 9, 6)|15|0.7145|0.768496632653|0.667428571429|0.761571428571|0.787277918367|0.787277918367|0.736792304053|0.700397271569
14000|(30, 22, 14, 9, 6)|16|0.7215|0.774440816327|0.676142857143|0.766857142857|0.789985642857|0.789985632653|0.743597800471|0.708267863823
14000|(30, 22, 14, 9, 6)|17|0.729785714286|0.77807744898|0.674714285714|0.784857142857|0.797086357143|0.797086326531|0.758227644887|0.714037342203
14000|(30, 22, 14, 9, 6)|18|0.710571428571|0.760604795918|0.661857142857|0.759285714286|0.778540397959|0.778540387755|0.733301677746|0.69575011263
14000|(30, 22, 14, 9, 6)|19|0.722285714286|0.771892959184|0.661714285714|0.782857142857|0.791365704082|0.791365693878|0.752925877763|0.704379562044
14000|(30, 22, 14, 9, 6)|20|0.7315|0.779283469388|0.692285714286|0.770714285714|0.798135755102|0.798135755102|0.75120136413|0.720541223701
15000|(30, 22, 14, 9, 6)|1|0.7204|0.779068977778|0.6716|0.7692|0.793879004444|0.793879004444|0.744237588652|0.706055508831
15000|(30, 22, 14, 9, 6)|2|0.714533333333|0.763969066667|0.6708|0.758266666667|0.781854186667|0.781854186667|0.735096434833|0.701477969883
15000|(30, 22, 14, 9, 6)|3|0.727066666667|0.778067377778|0.696933333333|0.7572|0.798256462222|0.797076906667|0.741628830874|0.718586747319
15000|(30, 22, 14, 9, 6)|4|0.722066666667|0.776678577778|0.665866666667|0.778266666667|0.795676106667|0.795676106667|0.75018777227|0.705516705517
15000|(30, 22, 14, 9, 6)|5|0.721666666667|0.770865777778|0.6608|0.782533333333|0.791491786667|0.791491786667|0.752391073326|0.70362745794
15000|(30, 22, 14, 9, 6)|6|0.717466666667|0.777178933333|0.680933333333|0.754|0.788464426667|0.788464426667|0.734608745685|0.706753390534
15000|(30, 22, 14, 9, 6)|7|0.722|0.773646844444|0.685333333333|0.758666666667|0.791696124444|0.791696124444|0.739568345324|0.711418685121
15000|(30, 22, 14, 9, 6)|8|0.719733333333|0.776825244444|0.668666666667|0.7708|0.790409688889|0.790409688889|0.744728244728|0.704650836026
15000|(30, 22, 14, 9, 6)|9|0.7296|0.778639822222|0.694266666667|0.764933333333|0.800919271111|0.800919271111|0.747058823529|0.719695922598
15000|(30, 22, 14, 9, 6)|10|0.722666666667|0.775544177778|0.6816|0.763733333333|0.790708728889|0.790708728889|0.74259151656|0.710789766407
15000|(30, 22, 14, 9, 6)|11|0.715|0.765413155556|0.6752|0.7548|0.781463386667|0.781463377778|0.733594089526|0.703186836076
15000|(30, 22, 14, 9, 6)|12|0.721866666667|0.768995733333|0.6668|0.776933333333|0.794789928889|0.79478992|0.749325741684|0.705658247495
15000|(30, 22, 14, 9, 6)|13|0.719666666667|0.769617688889|0.662933333333|0.7764|0.791108231111|0.791108231111|0.747781621296|0.702805852004
15000|(30, 22, 14, 9, 6)|14|0.7222|0.770045333333|0.673066666667|0.771333333333|0.792233795556|0.79188528|0.746414313175|0.707845474304
15000|(30, 22, 14, 9, 6)|15|0.719933333333|0.774697422222|0.669733333333|0.770133333333|0.790047582222|0.790047573333|0.744479027716|0.705130904752
15000|(30, 22, 14, 9, 6)|16|0.722866666667|0.773043911111|0.677066666667|0.768666666667|0.792718933333|0.792718933333|0.745339791575|0.709564731363
15000|(30, 22, 14, 9, 6)|17|0.719333333333|0.773441155556|0.6772|0.761466666667|0.788373315556|0.788373315556|0.739516598719|0.706987750557
15000|(30, 22, 14, 9, 6)|18|0.7188|0.774554311111|0.672|0.7656|0.792992124444|0.792992124444|0.741394527802|0.704993705413
15000|(30, 22, 14, 9, 6)|19|0.721133333333|0.776105066667|0.664666666667|0.7776|0.793391493333|0.793391484444|0.749286036375|0.70444428743
15000|(30, 22, 14, 9, 6)|20|0.7188|0.775576711111|0.679466666667|0.758133333333|0.789580071111|0.789580071111|0.737481910275|0.707286606523
16000|(30, 22, 14, 9, 6)|1|0.7160625|0.7692125|0.670375|0.76175|0.787001304687|0.787001296875|0.737790617692|0.702469054948
16000|(30, 22, 14, 9, 6)|2|0.7115|0.7709190625|0.663375|0.759625|0.785022859375|0.785022859375|0.734024896266|0.696913985555
16000|(30, 22, 14, 9, 6)|3|0.7178125|0.774272890625|0.694375|0.74125|0.79109896875|0.79109896875|0.728524590164|0.71104
16000|(30, 22, 14, 9, 6)|4|0.7161875|0.77184453125|0.67575|0.756625|0.784881710938|0.784881703125|0.735210118319|0.704227186869
16000|(30, 22, 14, 9, 6)|5|0.7179375|0.77244328125|0.67625|0.759625|0.7939445625|0.79286396875|0.737760807309|0.705667514511
16000|(30, 22, 14, 9, 6)|6|0.724625|0.782783828125|0.680875|0.768375|0.79443934375|0.7944345|0.746164383562|0.712026143791
16000|(30, 22, 14, 9, 6)|7|0.72075|0.7772096875|0.67675|0.76475|0.793051085937|0.793051078125|0.742050438596|0.70789748954
16000|(30, 22, 14, 9, 6)|8|0.7245625|0.77546625|0.686625|0.7625|0.794562195312|0.7945621875|0.743000135263|0.713701032937
16000|(30, 22, 14, 9, 6)|9|0.722625|0.77945328125|0.680625|0.764625|0.793268203125|0.793268203125|0.743040393013|0.710464509395
16000|(30, 22, 14, 9, 6)|10|0.7204375|0.76738765625|0.665625|0.77525|0.790167398438|0.790167390625|0.747578267584|0.704225352113
16000|(30, 22, 14, 9, 6)|11|0.719625|0.7773075|0.672375|0.766875|0.79388109375|0.79388109375|0.742545554942|0.70572028339
16000|(30, 22, 14, 9, 6)|12|0.7214375|0.773462109375|0.66975|0.773125|0.791793414063|0.79179340625|0.746967795901|0.706254531075
16000|(30, 22, 14, 9, 6)|13|0.7108125|0.77408359375|0.681125|0.7405|0.788018875|0.78567215625|0.724119601329|0.701964573269
16000|(30, 22, 14, 9, 6)|14|0.7135|0.76693234375|0.671|0.756|0.78177921875|0.781779203125|0.733333333333|0.700783289817
16000|(30, 22, 14, 9, 6)|15|0.7225|0.779081953125|0.671125|0.773875|0.7960331875|0.7960331875|0.747979938702|0.707471340098
16000|(30, 22, 14, 9, 6)|16|0.722375|0.77738890625|0.678125|0.766625|0.795150195312|0.7951501875|0.743965990126|0.709521318336
16000|(30, 22, 14, 9, 6)|17|0.723875|0.77640890625|0.679375|0.768375|0.794444484375|0.794444484375|0.745746432492|0.711015175301
16000|(30, 22, 14, 9, 6)|18|0.71625|0.7704|0.6685|0.764|0.78692471875|0.78692471875|0.739082365948|0.70202152796
16000|(30, 22, 14, 9, 6)|19|0.726625|0.77713234375|0.678875|0.774375|0.793837046875|0.793837046875|0.750552791598|0.712916776057
16000|(30, 22, 14, 9, 6)|20|0.7224375|0.771191875|0.67525|0.769625|0.795013765625|0.795013765625|0.745617667357|0.708691374221
17000|(30, 22, 14, 9, 6)|1|0.721823529412|0.770415155709|0.669176470588|0.774470588235|0.787426602076|0.787425702422|0.747928994083|0.70636448308
17000|(30, 22, 14, 9, 6)|2|0.718235294118|0.77280733564|0.677294117647|0.759176470588|0.787124276817|0.785525397924|0.737698616094|0.706207065751
17000|(30, 22, 14, 9, 6)|3|0.723411764706|0.779012041522|0.677058823529|0.769764705882|0.796760055363|0.79676|0.746239626556|0.709967924994
17000|(30, 22, 14, 9, 6)|4|0.715941176471|0.773028373702|0.702352941176|0.729529411765|0.788027231834|0.788027224913|0.721973636474|0.712028147176
17000|(30, 22, 14, 9, 6)|5|0.716|0.774615916955|0.664352941176|0.767647058824|0.789830103806|0.789830089965|0.740881658357|0.700533432577
17000|(30, 22, 14, 9, 6)|6|0.720117647059|0.772530380623|0.658588235294|0.781647058824|0.78857732872|0.78857732872|0.751006171183|0.701767581798
17000|(30, 22, 14, 9, 6)|7|0.721470588235|0.778683737024|0.692705882353|0.750235294118|0.794285259516|0.794285259516|0.734989389589|0.713221488705
17000|(30, 22, 14, 9, 6)|8|0.72|0.781461591696|0.681764705882|0.758235294118|0.79875467128|0.798749134948|0.73821656051|0.708868501529
17000|(30, 22, 14, 9, 6)|9|0.718|0.773443044983|0.679294117647|0.756705882353|0.789841307958|0.789841301038|0.736291762306|0.706645453433
17000|(30, 22, 14, 9, 6)|10|0.718411764706|0.774948927336|0.668588235294|0.768235294118|0.789620193772|0.789620193772|0.742584607344|0.703646381477
17000|(30, 22, 14, 9, 6)|11|0.718176470588|0.772155155709|0.685764705882|0.750588235294|0.79212433218|0.79212433218|0.733299786137|0.70873609338
17000|(30, 22, 14, 9, 6)|12|0.717235294118|0.769313079585|0.670117647059|0.764352941176|0.787031799308|0.787031792388|0.739836342382|0.70325328724
17000|(30, 22, 14, 9, 6)|13|0.714764705882|0.765058961938|0.664352941176|0.765176470588|0.787855342561|0.78785533564|0.738846002878|0.699622127238
17000|(30, 22, 14, 9, 6)|14|0.725588235294|0.77032567474|0.686352941176|0.764823529412|0.79225950173|0.79225950173|0.744797650964|0.714381926162
17000|(30, 22, 14, 9, 6)|15|0.715647058824|0.77248982699|0.682235294118|0.749058823529|0.790629432526|0.790629425606|0.731089258699|0.705817916261
17000|(30, 22, 14, 9, 6)|16|0.716823529412|0.772006643599|0.662941176471|0.770705882353|0.791056373702|0.791056373702|0.743011603376|0.700696344193
17000|(30, 22, 14, 9, 6)|17|0.712941176471|0.775166366782|0.656352941176|0.769529411765|0.784554103806|0.784511543253|0.740116741841|0.695722658686
17000|(30, 22, 14, 9, 6)|18|0.718705882353|0.773793979239|0.678588235294|0.758823529412|0.785712124567|0.785712124567|0.737784599642|0.706949381052
17000|(30, 22, 14, 9, 6)|19|0.724235294118|0.77486083045|0.690588235294|0.757882352941|0.792571910035|0.792571903114|0.740413723512|0.714633552471
17000|(30, 22, 14, 9, 6)|20|0.720352941176|0.774511557093|0.661411764706|0.779294117647|0.789750055363|0.789750048443|0.749799946652|0.702837854732
18000|(30, 22, 14, 9, 6)|1|0.719166666667|0.774737777778|0.671111111111|0.767222222222|0.791101512346|0.791101506173|0.742470805163|0.704989786986
18000|(30, 22, 14, 9, 6)|2|0.723277777778|0.781306419753|0.676555555556|0.77|0.795355660494|0.795355654321|0.746292437799|0.709715018358
18000|(30, 22, 14, 9, 6)|3|0.719277777778|0.776624382716|0.67|0.768555555556|0.795191296296|0.795191296296|0.743251571552|0.704727400222
18000|(30, 22, 14, 9, 6)|4|0.719888888889|0.779222098765|0.673888888889|0.765888888889|0.792021728395|0.792021728395|0.742168379834|0.706382483112
18000|(30, 22, 14, 9, 6)|5|0.711833333333|0.76524|0.673111111111|0.750555555556|0.78014808642|0.78014808642|0.729615801518|0.70022539444
18000|(30, 22, 14, 9, 6)|6|0.727|0.78143962963|0.681|0.773|0.796278197531|0.796278197531|0.75|0.713836477987
18000|(30, 22, 14, 9, 6)|7|0.713055555556|0.771345493827|0.680111111111|0.746|0.787776351852|0.787776345679|0.728083739741|0.703280289539
18000|(30, 22, 14, 9, 6)|8|0.706944444444|0.77102882716|0.662888888889|0.751|0.780998098765|0.780998098765|0.726940416717|0.693438716801
18000|(30, 22, 14, 9, 6)|9|0.721833333333|0.774776296296|0.676888888889|0.766777777778|0.790823104938|0.790823098765|0.743743132707|0.708742946891
18000|(30, 22, 14, 9, 6)|10|0.714611111111|0.772587160494|0.678444444444|0.750777777778|0.784543759259|0.784543012346|0.731345071266|0.703902242204
18000|(30, 22, 14, 9, 6)|11|0.725388888889|0.779969506173|0.668222222222|0.782555555556|0.798291259259|0.798291259259|0.754485008155|0.708738436156
18000|(30, 22, 14, 9, 6)|12|0.711666666667|0.771272098765|0.658888888889|0.764444444444|0.78356137037|0.78356137037|0.736645962733|0.695601173021
18000|(30, 22, 14, 9, 6)|13|0.724166666667|0.776935555556|0.693888888889|0.754444444444|0.791956111111|0.791956111111|0.73861620343|0.715554282441
18000|(30, 22, 14, 9, 6)|14|0.716888888889|0.774048395062|0.679777777778|0.754|0.791395660494|0.791395654321|0.734277484398|0.705977382876
18000|(30, 22, 14, 9, 6)|15|0.718166666667|0.77266308642|0.673777777778|0.762555555556|0.787431345679|0.787431345679|0.739422021705|0.705075286321
18000|(30, 22, 14, 9, 6)|16|0.722833333333|0.777617407407|0.685|0.760666666667|0.792117574074|0.792117567901|0.741074648395|0.711934869219
18000|(30, 22, 14, 9, 6)|17|0.720833333333|0.774993580247|0.682222222222|0.759444444444|0.793631|0.793631|0.739313666466|0.709621496677
18000|(30, 22, 14, 9, 6)|18|0.713777777778|0.768857222222|0.679666666667|0.747888888889|0.784448716049|0.784448716049|0.729430002385|0.703669619234
18000|(30, 22, 14, 9, 6)|19|0.719444444444|0.778741111111|0.669222222222|0.769666666667|0.789458240741|0.789458234568|0.743947628458|0.704609265325
18000|(30, 22, 14, 9, 6)|20|0.716055555556|0.771627716049|0.661222222222|0.770888888889|0.786896802469|0.786896790123|0.742668164233|0.699582672074
19000|(30, 22, 14, 9, 6)|1|0.711894736842|0.774073795014|0.648631578947|0.775157894737|0.782362864266|0.782362858726|0.74258857556|0.692437352512
19000|(30, 22, 14, 9, 6)|2|0.716421052632|0.77111966759|0.682526315789|0.750315789474|0.785423795014|0.785423789474|0.732158988257|0.706471998257
19000|(30, 22, 14, 9, 6)|3|0.718|0.776478891967|0.671263157895|0.764736842105|0.792594570637|0.792594570637|0.740478402229|0.704174028269
19000|(30, 22, 14, 9, 6)|4|0.719736842105|0.778545595568|0.660210526316|0.779263157895|0.791428088643|0.791428077562|0.749432429203|0.701997873412
19000|(30, 22, 14, 9, 6)|5|0.716578947368|0.777450083102|0.655684210526|0.777473684211|0.786872864266|0.786872864266|0.746613927844|0.698200975172
19000|(30, 22, 14, 9, 6)|6|0.718368421053|0.7749633241|0.680842105263|0.755894736842|0.789403296399|0.789403290859|0.736087401844|0.707387761798
19000|(30, 22, 14, 9, 6)|7|0.716578947368|0.770509085873|0.666|0.767157894737|0.789526759003|0.789526747922|0.740953273217|0.701480126393
19000|(30, 22, 14, 9, 6)|8|0.715789473684|0.772025373961|0.669473684211|0.762105263158|0.7867126759|0.7867126759|0.737819025522|0.701986754967
19000|(30, 22, 14, 9, 6)|9|0.715684210526|0.770464155125|0.670842105263|0.760526315789|0.786308648199|0.786308642659|0.736933395005|0.702336345603
19000|(30, 22, 14, 9, 6)|10|0.713526315789|0.774617119114|0.652631578947|0.774421052632|0.782901601108|0.782900930748|0.743137959966|0.694950400717
19000|(30, 22, 14, 9, 6)|11|0.715473684211|0.774169085873|0.675894736842|0.755052631579|0.786199213296|0.786199213296|0.733996342021|0.703748355984
19000|(30, 22, 14, 9, 6)|12|0.716157894737|0.770720775623|0.662|0.770315789474|0.786649972299|0.786649972299|0.742415299256|0.69990540315
19000|(30, 22, 14, 9, 6)|13|0.719315789474|0.77368199446|0.658526315789|0.780105263158|0.790837966759|0.790837961219|0.749670461354|0.701148781171
19000|(30, 22, 14, 9, 6)|14|0.720368421053|0.77615933518|0.674|0.766736842105|0.791399684211|0.79139967867|0.742893607147|0.706771896904
19000|(30, 22, 14, 9, 6)|15|0.712157894737|0.770868587258|0.647789473684|0.776526315789|0.784536238227|0.784536232687|0.743506101244|0.692355290544
19000|(30, 22, 14, 9, 6)|16|0.719210526316|0.780481440443|0.679368421053|0.759052631579|0.793473274238|0.793471058172|0.738190552442|0.70755906375
19000|(30, 22, 14, 9, 6)|17|0.716105263158|0.773869085873|0.663789473684|0.768421052632|0.788140808864|0.788140808864|0.741359040677|0.700433188937
19000|(30, 22, 14, 9, 6)|18|0.713631578947|0.772660221607|0.685368421053|0.741894736842|0.787556875346|0.787556864266|0.726430882517|0.705302496886
19000|(30, 22, 14, 9, 6)|19|0.718105263158|0.770800277008|0.664526315789|0.771684210526|0.786663734072|0.786663390582|0.74428200896|0.702146591035
19000|(30, 22, 14, 9, 6)|20|0.717421052632|0.770405096953|0.665684210526|0.769157894737|0.786349833795|0.786349828255|0.74251497006|0.702003663207
20000|(30, 22, 14, 9, 6)|1|0.716|0.7761919|0.6529|0.7791|0.792092375|0.79209237|0.747196154726|0.696872665172
20000|(30, 22, 14, 9, 6)|2|0.71845|0.7735696|0.6827|0.7542|0.79189506|0.79189506|0.735271943996|0.70801140783
20000|(30, 22, 14, 9, 6)|3|0.72095|0.7777433|0.6692|0.7727|0.79444908|0.79444907|0.746458449526|0.70572106512
20000|(30, 22, 14, 9, 6)|4|0.71375|0.76839475|0.6532|0.7743|0.781523275|0.78152327|0.743201729435|0.695300441748
20000|(30, 22, 14, 9, 6)|5|0.71865|0.7803216|0.6873|0.75|0.79022316|0.79022316|0.733276432306|0.709544211015
20000|(30, 22, 14, 9, 6)|6|0.7192|0.77805015|0.6849|0.7535|0.792018505|0.7920185|0.735344642474|0.709226467847
20000|(30, 22, 14, 9, 6)|7|0.72175|0.7778681|0.6787|0.7648|0.79078753|0.79078753|0.742641426852|0.709232457286
20000|(30, 22, 14, 9, 6)|8|0.7198|0.7750837|0.6592|0.7804|0.791346795|0.79134678|0.750113791534|0.701724505003
20000|(30, 22, 14, 9, 6)|9|0.72095|0.77370725|0.6898|0.7521|0.786763865|0.78676386|0.735629732324|0.711978118388
20000|(30, 22, 14, 9, 6)|10|0.7175|0.7751797|0.6657|0.7693|0.78696085|0.78696085|0.742637215529|0.702067074457
20000|(30, 22, 14, 9, 6)|11|0.7187|0.7725978|0.6526|0.7848|0.78712461|0.78712461|0.752016593685|0.698790020345
20000|(30, 22, 14, 9, 6)|12|0.7183|0.77702205|0.6836|0.753|0.79010882|0.79010882|0.734579840963|0.70817362478
20000|(30, 22, 14, 9, 6)|13|0.71585|0.7756462|0.6661|0.7656|0.783701815|0.78370181|0.739700166574|0.700973428045
20000|(30, 22, 14, 9, 6)|14|0.7174|0.7754979|0.6691|0.7657|0.785588045|0.78554031|0.740646446757|0.703057686246
20000|(30, 22, 14, 9, 6)|15|0.71305|0.7750871|0.6782|0.7479|0.78581319|0.78581319|0.729012146619|0.702688701238
20000|(30, 22, 14, 9, 6)|16|0.71685|0.77231045|0.6699|0.7638|0.78658309|0.78658309|0.739322370599|0.702901211899
20000|(30, 22, 14, 9, 6)|17|0.71735|0.7773086|0.6636|0.7711|0.7896287|0.78962869|0.743529411765|0.701294583884
20000|(30, 22, 14, 9, 6)|18|0.7087|0.77312075|0.7063|0.7111|0.78129017|0.78128855|0.70970659164|0.707999198075
20000|(30, 22, 14, 9, 6)|19|0.72005|0.7774743|0.6825|0.7576|0.78914715|0.78914715|0.737917612715|0.709127746896
20000|(30, 22, 14, 9, 6)|20|0.7221|0.7820384|0.6813|0.7629|0.79125751|0.7912575|0.741833623693|0.7102793995
21000|(30, 22, 14, 9, 6)|1|0.716095238095|0.774886077098|0.67219047619|0.76|0.785790358277|0.785790358277|0.736897055753|0.703058073513
21000|(30, 22, 14, 9, 6)|2|0.717428571429|0.780560272109|0.680952380952|0.753904761905|0.786496739229|0.786255845805|0.734538730224|0.70673124444
21000|(30, 22, 14, 9, 6)|3|0.712|0.775260408163|0.656571428571|0.767428571429|0.783637918367|0.783637913832|0.738431876607|0.695099818512
21000|(30, 22, 14, 9, 6)|4|0.71919047619|0.778200090703|0.669523809524|0.768857142857|0.790295546485|0.790295546485|0.743364703394|0.704514706619
21000|(30, 22, 14, 9, 6)|5|0.718761904762|0.776792471655|0.672|0.765523809524|0.790596412698|0.790596408163|0.74133221265|0.704965531022
21000|(30, 22, 14, 9, 6)|6|0.721095238095|0.774409251701|0.669142857143|0.773047619048|0.790542866213|0.790542866213|0.746731852482|0.705811442061
21000|(30, 22, 14, 9, 6)|7|0.711047619048|0.77317569161|0.67580952381|0.746285714286|0.783364562358|0.783364562358|0.727049180328|0.700493583416
21000|(30, 22, 14, 9, 6)|8|0.72|0.778452698413|0.686761904762|0.753238095238|0.790816507937|0.790816507937|0.735666190573|0.71037336223
21000|(30, 22, 14, 9, 6)|9|0.716523809524|0.770593015873|0.670761904762|0.762285714286|0.788037736961|0.788037723356|0.738337351924|0.702929287889
21000|(30, 22, 14, 9, 6)|10|0.723238095238|0.779283446712|0.671142857143|0.775333333333|0.792307056689|0.792307047619|0.749202636615|0.708027730333
21000|(30, 22, 14, 9, 6)|11|0.71119047619|0.772526893424|0.667714285714|0.754666666667|0.779726376417|0.779726376417|0.731302805883|0.698063424105
21000|(30, 22, 14, 9, 6)|12|0.707952380952|0.772556281179|0.674857142857|0.741047619048|0.784294267574|0.784294267574|0.722692503825|0.697956168431
21000|(30, 22, 14, 9, 6)|13|0.722476190476|0.780070294785|0.671428571429|0.773523809524|0.79361139229|0.792978575964|0.747772592278|0.707547169811
21000|(30, 22, 14, 9, 6)|14|0.718619047619|0.773548027211|0.669333333333|0.767904761905|0.789229287982|0.789229287982|0.742525092446|0.704032056098
21000|(30, 22, 14, 9, 6)|15|0.717523809524|0.773871746032|0.658761904762|0.776285714286|0.789221274376|0.789221269841|0.746492553421|0.699888697764
21000|(30, 22, 14, 9, 6)|16|0.717761904762|0.773927437642|0.670285714286|0.765238095238|0.784394725624|0.784394721088|0.74060822898|0.703694445833
21000|(30, 22, 14, 9, 6)|17|0.717523809524|0.780298231293|0.665523809524|0.769523809524|0.789336390023|0.789330376417|0.742772108844|0.702029334941
21000|(30, 22, 14, 9, 6)|18|0.710952380952|0.775423038549|0.661047619048|0.760857142857|0.785523401361|0.785523401361|0.734341938214|0.695769847634
21000|(30, 22, 14, 9, 6)|19|0.716428571429|0.775051609977|0.672857142857|0.76|0.788261024943|0.788261024943|0.737089201878|0.703510082151
21000|(30, 22, 14, 9, 6)|20|0.721523809524|0.779030022676|0.68219047619|0.760857142857|0.796256385488|0.796256380952|0.740438288195|0.71012193913
22000|(30, 22, 14, 9, 6)|1|0.716727272727|0.778264214876|0.673454545455|0.76|0.789415231405|0.789415231405|0.737261146497|0.703914861269
22000|(30, 22, 14, 9, 6)|2|0.716863636364|0.775648429752|0.692909090909|0.740818181818|0.786462892562|0.786462884298|0.727776186384|0.709914776696
22000|(30, 22, 14, 9, 6)|3|0.723272727273|0.778101157025|0.683636363636|0.762909090909|0.793419809917|0.793419809917|0.742496050553|0.711851571374
22000|(30, 22, 14, 9, 6)|4|0.717272727273|0.777455702479|0.667454545455|0.767090909091|0.790208677686|0.790208677686|0.741316639742|0.702449292002
22000|(30, 22, 14, 9, 6)|5|0.708909090909|0.771235867769|0.660909090909|0.756909090909|0.778567115702|0.778567115702|0.731094127112|0.69423223835
22000|(30, 22, 14, 9, 6)|6|0.7155|0.77348|0.668818181818|0.762181818182|0.78637157438|0.786371570248|0.737691767773|0.701568683546
22000|(30, 22, 14, 9, 6)|7|0.722727272727|0.783177768595|0.672|0.773454545455|0.79424972314|0.794249719008|0.747875354108|0.707910362
22000|(30, 22, 14, 9, 6)|8|0.7145|0.775003140496|0.665727272727|0.763272727273|0.785338768595|0.785338768595|0.737685101239|0.699861423042
22000|(30, 22, 14, 9, 6)|9|0.708272727273|0.771581694215|0.669272727273|0.747272727273|0.780191582645|0.780191578512|0.725892328929|0.696433639202
22000|(30, 22, 14, 9, 6)|10|0.708045454545|0.773187975207|0.659454545455|0.756636363636|0.780989458678|0.780989454545|0.73044003625|0.693134585065
22000|(30, 22, 14, 9, 6)|11|0.716|0.769769752066|0.650181818182|0.781818181818|0.783035309917|0.78303507438|0.748743718593|0.695990657844
22000|(30, 22, 14, 9, 6)|12|0.7115|0.776543512397|0.653272727273|0.769727272727|0.785905123967|0.785905123967|0.739376479062|0.693662821565
22000|(30, 22, 14, 9, 6)|13|0.709636363636|0.770147727273|0.669454545455|0.749818181818|0.781677694215|0.781677347107|0.727955713721|0.697480583444
22000|(30, 22, 14, 9, 6)|14|0.716318181818|0.776883512397|0.665909090909|0.766727272727|0.786123929752|0.78612392562|0.740572237388|0.701258915322
22000|(30, 22, 14, 9, 6)|15|0.717136363636|0.777286694215|0.670545454545|0.763727272727|0.78480303719|0.784803033058|0.739448621554|0.703313468415
22000|(30, 22, 14, 9, 6)|16|0.718318181818|0.77390553719|0.706272727273|0.730363636364|0.78689411157|0.786894107438|0.723707498836|0.714883827927
22000|(30, 22, 14, 9, 6)|17|0.718590909091|0.776927438017|0.672909090909|0.764272727273|0.789503842975|0.789503842975|0.740570285143|0.70512026673
22000|(30, 22, 14, 9, 6)|18|0.7155|0.774270743802|0.667181818182|0.763818181818|0.785072756198|0.785072752066|0.738552883164|0.701055547595
22000|(30, 22, 14, 9, 6)|19|0.713181818182|0.774932727273|0.654|0.772363636364|0.781979681818|0.781979677686|0.741802433491|0.695139627017
22000|(30, 22, 14, 9, 6)|20|0.715181818182|0.774086115702|0.665636363636|0.764727272727|0.784731392562|0.784723132231|0.738849646821|0.700334768054
23000|(30, 22, 14, 9, 6)|1|0.715695652174|0.776951153119|0.683304347826|0.748086956522|0.785517599244|0.785517595463|0.730636913064|0.706178386879
23000|(30, 22, 14, 9, 6)|2|0.715173913043|0.774180642722|0.66252173913|0.767826086957|0.788335716446|0.788335712665|0.74049956264|0.699343705539
23000|(30, 22, 14, 9, 6)|3|0.713173913043|0.772171039698|0.709739130435|0.716608695652|0.782252378072|0.782252378072|0.714648454601|0.712185332228
23000|(30, 22, 14, 9, 6)|4|0.712217391304|0.771596975425|0.663826086957|0.760608695652|0.781539092628|0.781539092628|0.734957157986|0.697583040161
23000|(30, 22, 14, 9, 6)|5|0.716782608696|0.774032514178|0.683043478261|0.75052173913|0.788906835539|0.788897194707|0.7324692279|0.706893448524
23000|(30, 22, 14, 9, 6)|6|0.71752173913|0.775386049149|0.67252173913|0.76252173913|0.790275727788|0.790275720227|0.739034878165|0.704211245163
23000|(30, 22, 14, 9, 6)|7|0.719782608696|0.777916219282|0.664434782609|0.775130434783|0.790960192817|0.790960189036|0.747139923731|0.703364477378
23000|(30, 22, 14, 9, 6)|8|0.715217391304|0.775188657845|0.643826086957|0.786608695652|0.786883005671|0.78688300189|0.751065124772|0.693323344882
23000|(30, 22, 14, 9, 6)|9|0.715695652174|0.773809640832|0.675652173913|0.755739130435|0.789615024575|0.789615017013|0.734473957841|0.703836224467
23000|(30, 22, 14, 9, 6)|10|0.715086956522|0.776497202268|0.660608695652|0.769565217391|0.787579731569|0.787579727788|0.741387723236|0.698671081069
23000|(30, 22, 14, 9, 6)|11|0.721086956522|0.779528846881|0.671217391304|0.770956521739|0.791669413989|0.791669413989|0.745580991017|0.706447627328
23000|(30, 22, 14, 9, 6)|12|0.716695652174|0.77933610586|0.667739130435|0.765652173913|0.788919909263|0.788919909263|0.740215924426|0.702112096553
23000|(30, 22, 14, 9, 6)|13|0.715608695652|0.7745463138|0.679565217391|0.751652173913|0.785408816635|0.785408816635|0.732358729266|0.7049749673
23000|(30, 22, 14, 9, 6)|14|0.720608695652|0.776564007561|0.675391304348|0.765826086957|0.788925863894|0.788925860113|0.742543021033|0.70737704918
